SKU,Name,Price,category,brand,StockQuantity,InStock,IsFeatured,IsActive,Rating,ReviewCount,CreatedAt
TS24SS07C-RGUS,Áo Thun Tay Ngắn Form Vừa TS24SS07C-RGUS,500000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.104628+07
TS24SS05C-RGUS,Áo Thun Nam Form Vừa Tay Ngắn TS24SS05C-RGUS,500000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.103982+07
TS24SS02P-RGUS,Áo Thun Nam Form Vừa Tay Ngắn TS24SS02P-RGUS,500000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.103311+07
TS24SS01C-RGUS,Áo Thun Nam Form Vừa Tay Ngắn TS24SS01C-RGUS,500000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.085659+07
TS24FH24T-LS,Áo Thun Nam Tay Dài Form Vừa TS24FH24T-LS,700000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.085068+07
TS24FH19T-RGUS,Áo Thun Nam Tay Ngắn Form Vừa TS24FH19T-RGUS,420000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.084399+07
TS24FH17C-RGUS,Áo Thun Form Vừa Tay Ngắn TS24FH17C-RGUS,420000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.083774+07
TS23SS10T-RGUS,Áo Thun Nam Tay Ngắn Cổ Tròn TS23SS10T-RGUS,500000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.083121+07
TS23SS08P-RGUS,Áo Thun Tay Ngắn In Họa Tiết TS23SS08P-RGUS,500000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.082499+07
TS23FH22P-LS,Áo Thun TS23FH22P-LS,800000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.081869+07
TS23FH21P-LS,Áo Thun Cổ Tròn Tay Dài Nam Tính TS23FH21P-LS,800000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.081068+07
TS23FH20T-LSLE,Áo Thun Form Rộng Cổ Tròn Tay Dài TS23FH20T-LSLE,800000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.080393+07
TS23FH19T-LS,Áo Thun Form Vừa Cổ Tròn Tay Dài TS23FH19T-LS,800000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.079604+07
TS23FH18C-LSLE,Áo Thun Cổ Tròn Tay Dài From Rộng TS23FH18C-LSLE,800000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.079016+07
TS23FH16C-LS,Áo Thun Cổ Tròn Tay Dài Form Vừa TS23FH16C-LS,800000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.078435+07
TS22SS15P-RGWK,Áo thun nam cổ tròn form vừa TS22SS15P-RGWK,450000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.077828+07
TS22SS07-LS,Áo thun cổ tròn tay dài TS22SS07-LS,600000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.07724+07
TS22SS02C-LS,Áo thun cổ tròn tay dài TS22SS02C-LS,600000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.076659+07
TS22FH37T-LS,Áo thun nam cổ tim tay dài TS22FH37T-LS,700000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.07593+07
TS22FH34C-LS,Áo thun nam tay dài&nbsp;TS22FH34C-LS,700000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.075312+07
TK24SS03P-RG,Áo Thun Nam Sát Nách TK24SS03P-RG,320000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.074688+07
TK23SS05C-SC,Áo Tanktop Nam Sát Nách Form Vừa TK23SS05C-SC,400000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.074085+07
TK23SS04C-RG,Áo Tanktop Nam Sát Nách Form Vừa TK23SS04C-RG,400000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.073417+07
TK23SS03C-RG,Áo Thun Nam Sát Nách TK23SS03C-RG,400000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.07283+07
SW25FH01P-SA,Áo Len SW25FH01P-SA,750000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.071384+07
SW24FH04C-LA,Áo Len Tay Dài Cổ Tròn SW24FH04C-LA,800000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.070781+07
SW24FH03T-LB,Áo Len Tay Dài Cổ Bẻ SW24FH03T-LB,800000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.070167+07
SW24FH02P-SA,Áo Len Nam Tay Ngắn Form Vừa SW24FH02P-SA,800000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.069503+07
SW24FH01C-LA,Áo Len Nam Tay Dài Cổ Tròn SW24FH01C-LA,800000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.068807+07
SW23FH07C-GL,Áo Len Gile Nam Cổ Tim SW23FH07C-GL,650000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.068128+07
SW23FH06C-GL,Áo Len Gile Nam Cổ Tim SW23FH06C-GL,650000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.067538+07
SW23FH04T-LA,Áo Len Cổ Tròn SW23FH04T-LA,800000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.066917+07
SW23FH03C-SA,Áo Len Polo Tay Ngắn SW23FH03C-SA,700000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.066266+07
SW23FH02T-SA,Áo Len Polo Cổ Bẻ Tay Ngắn SW23FH02T-SA,700000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.065658+07
SW22FH12T-SA,Áo len nam cổ bẻ tay ngắn raglan SW22FH12T-SA,750000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.065062+07
SW22FH11C-GL,Áo len gile nam cổ tim SW22FH11C-GL,650000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.064392+07
SW22FH08C-LB,Áo len tay dài cổ tròn SW22FH08C-LB,850000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.06355+07
SW22FH07P-LB,Áo len dày cổ tròn SW22FH07P-LB,850000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.062928+07
SW22FH06P-LB,Áo len cổ tròn SW22FH06P-LB,850000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.062323+07
SW22FH04T-LA,Áo len form vừa cổ tim SW22FH04T-LA,750000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.061698+07
SW22FH02P-LA,Áo len nam cổ tròn tay dài SW22FH02P-LA,750000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.061008+07
SW22FH01T-LA,Áo len tay dài cổ tròn SW22FH01T-LA,750000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.060368+07
SW21FH20C-SA,Áo len cổ tròn tay ngắn sọc ngang SW21FH20C-SA,650000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.059752+07
SS24TS08TW,Áo Thun Tay Ngắn SS24TS08TW,500000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.059115+07
SS24TS07TW,Áo Thun Tay Ngắn SS24TS07TW,500000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.058447+07
SS24TS06TW,Áo Thun Tay Ngắn SS24TS06TW,500000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.057842+07
SS24TS05TW,Áo Thun Tay Ngắn SS24TS05TW,500000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.057238+07
SS24TS04TW,Áo Thun Tay Ngắn SS24TS04TW,500000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.056627+07
SS24TS03TW,Áo Thun Tay Ngắn SS24TS03TW,500000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.055995+07
SS24TS02TW,Áo Thun Tay Ngắn SS24TS02TW,500000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.055406+07
SS24TS01TW,Áo Thun Tay Ngắn SS24TS01TW,500000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.054823+07
SS24SS02TW,Áo Sơ Mi Tay Ngắn SS24SS02TW,600000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.054158+07
SS24SPT02TW,Quần Short Năng Động SS24SPT02TW,800000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.053492+07
SS24SPT01TW,Quần Short Nam Năng Động SS24SPT01TW,600000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.052646+07
SP25SS17C-AKJN,Quần Short Jean Form Trên Gối SP25SS17C-AKJN,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.034718+07
SP25SS16P-RXJN,Quần Short Form Rộng SP25SS16P-RXJN,690000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.034089+07
SP25SS15T-NM,Quần Short Nam Form Vừa SP25SS15T-NM,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.033269+07
SP25SS14T-AK,Quần Short Nam Form Trên Gối SP25SS14T-AK,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.032638+07
SP25SS12P-AK,Quần Short Nam Form Trên Gối SP25SS12P-AK,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.031644+07
SP25SS11T-AK,Quần Short Nam Cá Tính SP25SS11T-AK,500000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.030989+07
SP25SS10P-AK,Quần Short Nam Form Vừa SP25SS10P-AK,500000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.030379+07
SP25SS09P-AK,Quần Short Nam Thời Trang SP25SS09P-AK,500000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.029743+07
SP25SS08P-AK,Quần Short Nam Form Vừa SP25SS08P-AK,500000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.029076+07
SP25SS07C-JN,Quần Short Jeans Form Vừa SP25SS07C-JN,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.028438+07
SP25SS06T-AKJN,Quần Short Jeans Form Vừa SP25SS06T-AKJN,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.027775+07
SP25SS05T-JN,Quần Short Jeans Form Vừa SP25SS05T-JN,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.023532+07
SP25SS04C-JN,Quần Short Jeans Nam Form Vừa SP25SS04C-JN,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.022936+07
SP25SS03P-AKJN,Quần Short Nam Form Trên Gối SP25SS03P-AKJN,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.022292+07
SP25SS02C-NM,Quần Short Nam Form Vừa SP25SS02C-NM,690000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.021658+07
SP25SS01C-AK,Quần Short Nam Năng Động SP25SS01C-AK,690000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.020998+07
SP25FH24P-AK,Quần Short SP25FH24P-AK,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.019152+07
SP25FH21T-AKJN,Quần Short Nam Cá Tính SP25FH21T-AKJN,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.018089+07
SP25FH20C-AK,Quần Short Form Trên Gối SP25FH20C-AK,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.017505+07
SP24SS10C-AK,Quần Short Nam Thời Trang SP24SS10C-AK,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.016857+07
SP24SS09C-JN,Quần Short Jeans Nam Cá Tính SP24SS09C-JN,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.016226+07
SP24SS07T-AK,Quần Short Nam Cá Tính SP24SS07T-AK,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.015001+07
SP24SS06T-JN,Quần Short Jeans Nam Cá Tính SP24SS06T-JN,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.014322+07
SP24SS05-AKJN,Quần Short Jean Nam Cá Tính SP24SS05-AKJN,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.013676+07
SP24SS04-JN,Quần Short Jeans Nam Năng Động SP24SS04-JN,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.012954+07
SP24SS03P-AK,Quần Short Jeans Nam Năng Động SP24SS03P-AK,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.012229+07
SP24SS02C-AK,Quần Short Trên Đầu Gối Nam Cá Tính SP24SS02C-AK,550000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.011622+07
SP24FH18P-AKJN,Quần Short Nam Thời Trang SP24FH18P-AKJN,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.010955+07
SP24FH17P-AKJN,Quần Short Jeans Form Vừa SP24FH17P-AKJN,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.010367+07
SP24FH16C-NM,Quần Short Nam Form Vừa SP24FH16C-NM,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.009744+07
SP24FH15C-AK,Quần Short Nam Thời Trang SP24FH15C-AK,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.009084+07
SP24FH14T-JN,Quần Short Jeans Form Vừa SP24FH14T-JN,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.00836+07
SP24FH12C-AKJN,Quần Short Jeans Form Vừa SP24FH12C-AKJN,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.007743+07
SP24FH11C-AK,QUẦN SHORT PHONG CÁCH TRẺ TRUNG SP24FH11C-AK,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.007113+07
SP22SS01-JN,Quần short jeans nam form vừa SP22SS01-JN,600000.00,Quần nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.006475+07
SO25SS04P-CS,Giày Sneaker Nam SO25SS04P-CS,1290000.00,Phụ kiện nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.005897+07
SO25SS03P-CS,Giày Sneaker Nam Cá Tính SO25SS03P-CS,1290000.00,Phụ kiện nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.005326+07
SO25SS02P-DS,Giày Tây Nam SO25SS02P-DS,1290000.00,Phụ kiện nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.004732+07
SO25SS01P-DS,Giày Công Sở SO25SS01P-DS,1290000.00,Phụ kiện nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.004039+07
SO25FH09P-SA,Dép Nam Da Thật SO25FH09P-SA,550000.00,Phụ kiện nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:42.002643+07
SO24FH04P-SA,Dép Kẹp Nam SO24FH04P-SA,550000.00,Phụ kiện nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.984568+07
SK24FH07C-HGDP,Vớ Cổ Cao SK24FH07C-HGDP,100000.00,Phụ kiện nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.983935+07
SK24FH05P-SH,Vớ SK24FH05P-SH,80000.00,Phụ kiện nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.983279+07
SK24FH04T-MDCB,Combo 3 Vớ Cổ Trung SK24FH04T-MDCB,199000.00,Phụ kiện nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.982605+07
SK24FH02C-SH,Vớ Cổ Ngắn SK24FH02C-SH,80000.00,Phụ kiện nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.981916+07
SK24FH01C-HG,Vớ Cố Cao SK24FH01C-HG,100000.00,Phụ kiện nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.980599+07
SG24FH04P,Mắt Kính Thời Trang SG24FH04P,299000.00,Phụ kiện nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.97976+07
CA26SS15C,Mũ Lưỡi Trai Thời Trang CA26SS15C,299000.00,Phụ kiện nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.975678+07
KS25SS38C-SCHE,Áo Polo Tay Ngắn Form Vừa KS25SS38C-SCHE,980000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.972616+07
KS25SS36T-SCHE,Áo Polo Nam Form Vừa Tay Ngắn KS25SS36T-SCHE,800000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.971995+07
KS25SS35T-SCWK,Áo Polo Nam Form Vừa Tay Ngắn KS25SS35T-SCWK,550000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.971358+07
KS25SS34P-SC,Áo Polo Nam Form Vừa Tay Ngắn KS25SS34P-SC,550000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.970762+07
KS25SS32C-SCHE,Áo Polo Nam Form Vừa Tay Ngắn KS25SS32C-SCHE,980000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.970139+07
KS25SS31T-SCWK,Áo Polo Nam Form Vừa Tay Ngắn KS25SS31T-SCWK,550000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.969467+07
KS25SS30T-SCWK,Áo Polo Form Vừa Tay Ngắn KS25SS30T-SCWK,550000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.968698+07
KS25SS27T-SCWK,Áo Polo Form Vừa Tay Ngắn KS25SS27T-SCWK,550000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.968064+07
KS25SS26C-SCHE,Áo Polo Nam Form Vừa Tay Ngắn KS25SS26C-SCHE,980000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.9673+07
KS25SS25P-SCHE,Áo Polo Nam Tay Ngắn Form Vừa KS25SS25P-SCHE,980000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.966697+07
KS25SS24P-SCHE,Áo Polo Nam Tay Ngắn Form Vừa KS25SS24P-SCHE,980000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.965875+07
KS25SS22T-SC,Áo Polo Nam Tay Ngắn Form Vừa KS25SS22T-SC,890000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.96523+07
KS25SS21T-SC,Áo Polo Nam Tay Ngắn Form Vừa KS25SS21T-SC,890000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.964553+07
KS25SS20P-SC,Áo Polo Nam Tay Ngắn Form Vừa KS25SS20P-SC,890000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.963938+07
KS25SS19P-SC,Áo Polo Tay Ngắn Form Vừa KS25SS19P-SC,890000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.963309+07
KS25SS18C-SC,Áo Polo Nam Tay Ngắn Form Vừa KS25SS18C-SC,890000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.962668+07
KS25SS17T-SC,Áo Polo Nam Tay Ngắn Form Vừa KS25SS17T-SC,700000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.962017+07
KS25SS16C-SCHE,Áo Polo Nam Tay Ngắn Form Vừa KS25SS16C-SCHE,980000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.961382+07
KS25SS15C-SC,Áo Polo Nam Tay Ngắn Form Vừa KS25SS15C-SC,700000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.960749+07
KS25SS14P-SC,Áo Polo Nam Tay Ngắn Form Vừa KS25SS14P-SC,700000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.957478+07
KS25SS12P-SC,Áo Polo Tay Ngắn Form Vừa KS25SS12P-SC,700000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.956298+07
KS25SS11C-SCCA,Áo Polo Nam Tay Ngắn Form Vừa KS25SS11C-SCCA,700000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.955706+07
KS25SS10C-SCCA,Áo Polo Nam Tay Ngắn Form Vừa KS25SS10C-SCCA,700000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.955116+07
KS25SS07T-SCHE,Áo Polo Tay Ngắn Form Vừa KS25SS07T-SCHE,800000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.95397+07
KS25SS06C-SCHE,Áo Polo Tay Ngắn Form Vừa KS25SS06C-SCHE,800000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.95318+07
KS25SS05C-SLWK,Áo Polo Tay Ngắn Form Ôm KS25SS05C-SLWK,550000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.935262+07
KS25SS04T-SCWK,Áo Polo Tay Ngắn Form Vừa KS25SS04T-SCWK,550000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.934641+07
KS25SS01P-SCWK,Áo Polo Tay Ngắn Form Vừa KS25SS01P-SCWK,550000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.933981+07
KS25FH58C-SC,Áo Polo Nam Tay Ngắn Form Vừa KS25FH58C-SC,700000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.933295+07
KS25ES56P-SCWK,Áo Polo Tay Ngắn Form Vừa KS25ES56P-SCWK,500000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.929921+07
KS25ES28T-SCCA,Áo Polo Form Vừa Tay Ngắn KS25ES28T-SCCA,700000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.929253+07
KS25ES09T-SCCA,Áo Polo Tay Ngắn Form Vừa KS25ES09T-SCCA,600000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.928602+07
KS24SS19C-SCCA,Áo Polo Tay Ngắn Form Vừa KS24SS19C-SCCA,700000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.927991+07
KS24SS14C-SCCA,Áo Polo Nam Form Vừa Tay Ngắn KS24SS14C-SCCA,700000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.926755+07
KS24SS11T-SCHE,Áo Polo Nam Tay Ngắn Form Vừa KS24SS11T-SCHE,980000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.924615+07
KS24SS08T-SCWK,Áo Polo Nam Tay Ngắn Form Vừa KS24SS08T-SCWK,600000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.924008+07
KS24SS06C-SCHE,Áo Polo Nam From Vừa Tay Ngắn KS24SS06C-SCHE,980000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.92339+07
KS24SS05T-SCHE,Áo Polo Form Vừa Tay Ngắn KS24SS05T-SCHE,980000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.922767+07
KS24SS03T-SCHE,Áo Polo Nam Tay Ngắn Form Vừa KS24SS03T-SCHE,980000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.921997+07
KS24SS01C-SCHE,Áo Polo Nam Tay Ngắn Form Vừa KS24SS01C-SCHE,980000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.920958+07
KS24FH70P-SC,Áo Polo Tay Ngắn Form Vừa KS24FH70P-SC,600000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.920313+07
KS24FH59C-SC,Áo Polo Form Vừa Tay Ngắn KS24FH59C-SC,600000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.919713+07
KS24FH58T-LS,Áo Polo Form Vừa Tay Dài KS24FH58T-LS,800000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.919049+07
KS24FH57P-SC,Áo Polo Form Vừa Tay Ngắn KS24FH57P-SC,600000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.918441+07
KS24FH56P-SCWK,Áo Polo Form Vừa KS24FH56P-SCWK,550000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.917847+07
KS24FH55P-SCCA,Áo Polo Form Vừa Tay Ngắn KS24FH55P-SCCA,700000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.917223+07
KS24FH54C-SC,Áo Polo Nam Tay Ngắn Form Vừa KS24FH54C-SC,600000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.916607+07
KS24FH53C-SCWK,Áo Polo Nam Tay Ngắn Form Vừa KS24FH53C-SCWK,550000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.915914+07
KS24FH52C-SCWK,Áo Polo Nam Tay Ngắn Form Vừa KS24FH52C-SCWK,550000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.915288+07
KS24FH51C-SCCA,Áo Polo Nam Form Vừa Tay Ngắn KS24FH51C-SCCA,700000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.914644+07
KS24FH49C-SCCA,Áo Polo Nam Form Vừa Tay Ngắn KS24FH49C-SCCA,700000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.913838+07
KS24FH25C-SCHE,Áo Polo Nam Form Vừa Tay Ngắn KS24FH25C-SCHE,980000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.9132+07
KS24FH24C-SCHE,Áo Polo Nam Tay Ngắn Form Vừa KS24FH24C-SCHE,980000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.912491+07
KS24FH22T-SCHE,Áo Polo Tay Ngắn Form Vừa KS24FH22T-SCHE,800000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.911819+07
KS24FH21T-SCHE,Áo Polo Phong Cách Trẻ Trung KS24FH21T-SCHE,980000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.911231+07
KS24ES67P-SC,Áo Polo Nam Tay Ngắn Form Vừa KS24ES67P-SC,600000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.909843+07
KS24ES66C-SC,Áo Polo Nam Form Vừa Tay Ngắn KS24ES66C-SC,500000.00,Áo nam,John Henry,100,t,f,t,0,0,2025-10-09 22:54:41.909238+07
